DTC Kodu,Başlık,Alt Sistem,Öncelik,Neden Sayısı,Adım Sayısı
B0043,Body DTC Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0044,P0044 OBD Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0045,P0045 OBD Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
U0046,P0046 OBD Code,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0047,P0047 OBD Code,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0048,P0048 OBD Code,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0049,P0049 OBD Code,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0050,P0050 OBD Code,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0051,P0051 OBD Code,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0052,P0052 OBD Code,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0053,P0053 OBD Code,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0054,P0054 OBD Code,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0055,P0055 OBD Code,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0056,P0056 OBD Code,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0057,P0057 OBD Code,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0058,P0058 OBD Code,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0059,P0059 OBD Code,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0060,P0060 OBD Code,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0061,P0061 OBD Code,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0062,P0062 OBD Code,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0063,P0063 OBD Code,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0064,P0064 OBD Code,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0065,P0065 OBD Code,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0066,P0066 OBD Code,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0067,P0067 OBD Code,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0068,P0068 OBD Code,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0069,P0069 OBD Code,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0070,P0070 OBD Code,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0071,P0071 OBD Code,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0072,P0072 OBD Code,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0073,Control Module Communication Bus A Off,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0076,P0076 OBD Code,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0077,P0077 OBD Code,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0078,P0078 OBD Code,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0079,P0079 OBD Code,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0080,P0080 OBD Code,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0081,P0081 OBD Code,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0082,P0082 OBD Code,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0083,P0083 OBD Code,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0084,P0084 OBD Code,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0085,P0085 OBD Code,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0086,P0086 OBD Code,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0087,P0087 OBD Code,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0088,P0088 OBD Code,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0089,P0089 OBD Code,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0090,P0090 OBD Code,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0091,P0091 OBD Code,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0092,P0092 OBD Code,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0093,P0093 OBD Code,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0094,P0094 OBD Code,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0095,P0095 OBD Code,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0096,P0096 OBD Code,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0097,P0097 OBD Code,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0098,P0098 OBD Code,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0099,P0099 OBD Code,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0101,Lost Communication with Transmission Control Module (TCM),CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0102,Lost Communication with Transfer Case Control Module (TCCM),CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0103,Lost Communication with Gear Shift Control (GSC) Module,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0104,Lost Communication with Cruise Control Module (CCM),CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0105,Lost Communication with Fuel Injector Control Module (FICM),CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0106,Lost Communication with Glow Plug Control Module (GPCM),CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
P2030,Fuel Fired Heater Performance,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",CRITICAL_STOP,5,3
P2031,Exhaust Gas Temperature EGT Sensor Circuit Bank 1 Sensor 2,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,5,4
P2032,Exhaust Gas Temperature EGT Sensor Circuit Low Bank 1 Sensor 2,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,5,4
P2033,Exhaust Gas Temperature EGT Sensor Circuit High Bank 1 Sensor 2,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,5,4
P2034,Exhaust Gas Temperature EGT Sensor Circuit Low Bank 2 Sensor 2,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,5,4
P2035,Exhaust Gas Temperature EGT Sensor Circuit Low Bank 2 Sensor 2,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,5,4
P2036,Exhaust Gas Temperature EGT Sensor Circuit High Bank 2 Sensor 2,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,5,4
P2037,Reductant Injection Air Pressure Sensor A Circuit,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,3,3
P2038,Reductant Injection Air Pressure Sensor A Circuit Range/Performance,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,3,3
P2039,Reductant Injection Air Pressure Sensor A Circuit Low,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,3,3
P2040,Reductant Injection Air Pressure Sensor A Circuit High,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,3,3
P2041,Reductant Injection Air Pressure Sensor A Circuit Intermittent,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,3,3
P2042,Reductant Temperature Sensor Circuit,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,3,3
P2043,Reductant Temperature Sensor Circuit Range/Performance,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,3,3
P2044,Reductant Temperature Sensor Circuit Low,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,3,3
P2045,Reductant Temperature Sensor Circuit High,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,3,3
P2046,Reductant Temperature Sensor Circuit Intermittent,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,3,3
P2047,Reductant Injection Valve Circuit/Open Bank 1 Unit 1,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,4,1
P2048,Reductant Injection Valve Circuit Low Bank 1 Unit 1,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,4,1
P2049,Reductant Injection Valve Circuit High Bank 1 Unit 1,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,4,1
P2050,Reductant Injection Valve Circuit/Open Bank 2 Unit 1,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,4,1
P2051,Reductant Injection Valve Circuit Low Bank 2 Unit 1,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,4,1
P2052,Reductant Injection Valve Circuit High Bank 2 Unit 1,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,4,1
P2053,Reductant Injection Valve Circuit/Open Bank 1 Unit 2,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,4,1
P2054,Reductant Injection Valve Circuit Low Bank 1 Unit 2,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,4,1
P2055,Reductant Injection Valve Circuit High Bank 1 Unit 2,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,4,1
P2056,Reductant Injection Valve Circuit/Open Bank 2 Unit 2,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,4,1
P2057,Reductant Injection Valve Circuit Low Bank 2 Unit 2,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,4,1
P2058,Reductant Injection Valve Circuit High Bank 2 Unit 2,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,4,1
P2059,Reductant Injection Air Pump Control Circuit/Open,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,4,3
P2060,Reductant Injection Air Pump Control Circuit Low,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,4,3
P2061,Reductant Injection Air Pump Control Circuit High,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,4,3
P2062,Reductant/Regeneration Supply Control Circuit/Open,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,3,3
P2063,Reductant/Regeneration Supply Control Circuit Low,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,3,3
P2064,Reductant/Regeneration Supply Control Circuit High,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,3,3
P2065,Fuel Level Sensor B Circuit Malfunction,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,5,3
P2066,Fuel Level Sensor B Circuit Range/Performance,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,5,3
P2067,Fuel Level Sensor B Circuit Low Input,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,3,3
P2068,Fuel Level Sensor B Circuit High Input,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,5,3
P2069,Fuel Level Sensor B Circuit Intermittent,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,5,3
P2070,Intake Manifold Tuning (IMT) Valve Stuck Open Bank 1,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,5,3
P2071,Intake Manifold Tuning (IMT) Valve Stuck Closed Bank 1,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,5,3
P2072,OBD Code,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,3,3
P2073,OBD Code,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,3,3
P2074,OBD Code,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,3,3
P2075,OBD Code,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,3,3
P2076,OBD Code,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,3,3
P2077,OBD Code,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,3,3
P2078,OBD Code,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,3,3
P2079,OBD Code,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,3,3
P2080,EGT Sensor Circ Performance Bank 1 Sensor 1,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,5,4
P2081,Exhaust Gas Temperature EGT Sensor Circuit Intermittent Bank 1 Sensor 1,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,5,4
P2082,EGT Sensor Circ Performance Bank 2 Sensor 1,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,5,4
P2083,Exhaust Gas Temperature EGT Sensor Circuit Intermittent Bank 2 Sensor 1,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,5,4
P2084,EGT Sensor Circ Performance Bank 1 Sensor 2,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,5,4
P2085,Exhaust Gas Temperature EGT Sensor Circuit Intermittent Bank 1 Sensor 2,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,5,4
P2086,EGT Sensor Circ Performance Bank 2 Sensor 2,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,5,4
P2087,Exhaust Gas Temperature EGT Sensor Circuit Intermittent Bank 2 Sensor 2,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,5,4
P2088,A Camshaft Position Actuator Control Circuit Low Bank 1,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",LOW,5,4
P2089,A Camshaft Position Actuator Control Circuit High Bank 1,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",LOW,5,4
P0051,Oxygen (A/F) Sensor Heater Control Circuit Low (Bank 2 Sensor 1),Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,4,4
P0052,Oxygen (A/F) Sensor Heater Control Circuit High (Bank 2 Sensor 1),Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,4,4
P0053,HO2S Heater Resistance Bank 1 Sensor 1,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,4,2
P0054,HO2S Heater Resistance Bank 1 Sensor 2,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,4,2
P0055,HO2S Heater Resistance Bank 1 Sensor 3,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,4,2
P0056,Heated Oxygen Sensor Control Circuit B1S2,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,3,3
P0057,HO2S Heater Control Circuit Low B2S2,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,4,3
P0058,HO2S Heater Control Circuit High (Bank 2 Sensor 2),Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,CRITICAL_STOP,5,3
P0059,HO2S Heater Resistance Bank 2 Sensor 1,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,4,2
P0060,HO2S Heater Resistance Bank 2 Sensor 2,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,4,2
P0061,HO2S Heater Resistance Bank 2 Sensor 3,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,4,2
P0062,HO2S Heater Control Circuit B2S3,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,3,3
P0063,HO2S Heater Control Circuit Low B2S3,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,4,3
P0064,HO2S Heater Control Circuit High (Bank 2 Sensor 3),Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,CRITICAL_STOP,5,3
P0065,Air Assisted Injector Control Range Performance,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,CRITICAL_STOP,5,3
P0066,Air Assisted Injector Control Circuit Or Circuit Low,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,CRITICAL_STOP,5,3
P0069,Manifold Absolute Pressure - Barometric Pressure Correlation,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,4,3
P0070,Ambient Air Temperature Sensor Circuit,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,5,3
P0071,Ambient Air Temperature Sensor Performance,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,5,3
P0072,Ambient Air Temperature Sensor Circuit Low,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,4,3
P0073,Ambient Air Temperature Sensor Circuit High,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,4,3
P0074,Ambient Air Temperature Sensor Circuit Intermittent,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,5,3
P0075,Intake Valve Control Solenoid Circuit B1,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,5,3
P0076,Intake Valve Control Solenoid Circuit Low B1,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,3,3
P0077,Intake Valve Control Solenoid Circuit High B1,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,4,3
P0078,Exhaust Valve Control Solenoid Circuit B1,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,5,3
P0079,Exhaust Valve Control Solenoid Circuit Low B1,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,3,3
P0080,Exhaust Valve Control Solenoid Circuit High B1,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,4,3
P0081,Intake Valve Control Solenoid Circuit B2,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,5,3
P0082,Intake Valve Control Solenoid Circuit Low B2,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,3,3
P0083,Exhaust Valve Control Solenoid Circuit High B2,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,4,3
P0084,Exhaust Valve Control Solenoid Circuit B2,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,5,3
P0085,Exhaust Valve Control Solenoid Circuit Low B2,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,3,3
P0086,Exhaust Valve Control Solenoid Circuit High Bank 2,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,4,3
P0088,Fuel Rail/System Pressure - Too High,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,4,3
P0089,Fuel Pressure Regulator 1 Performance,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,4,4
P0090,Fuel Pressure Regulator 1 Control Circuit Open,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,4,4
P0091,Fuel Pressure Regulator 1 Control Circuit Low,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,4,4
P0092,Fuel Pressure Regulator 1 Control Circuit High,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,4,4
P0093,Fuel System Large Leak Detected,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,5,4
P0094,Fuel System Small Leak Detected,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,LOW,4,2
P0095,IAT Sensor 2 Circuit Malfunction,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,5,3
P0096,IAT Sensor 2 Circuit Malfunction,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,4,3
P0097,IAT Sensor 2 Circuit Low Input,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,5,3
P0098,IAT Sensor 2 Circuit High,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,5,3
P0099,IAT Circuit Sensor 2 Intermittent,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,5,1
P0100,MAF Circuit Malfunction,"Yakıt & Hava Ölçümü (MAF, MAP, O2, ECT Sensörleri)",MEDIUM,4,4
P0102,Mass Air Flow MAF Circuit Low,"Yakıt & Hava Ölçümü (MAF, MAP, O2, ECT Sensörleri)",MEDIUM,4,4
P0103,Mass Air Flow MAF Circuit High,"Yakıt & Hava Ölçümü (MAF, MAP, O2, ECT Sensörleri)",MEDIUM,4,4
P0104,Mass Air Flow MAF Circuit Intermittent,"Yakıt & Hava Ölçümü (MAF, MAP, O2, ECT Sensörleri)",MEDIUM,4,4
P0105,MAP Circuit Malfunction,"Yakıt & Hava Ölçümü (MAF, MAP, O2, ECT Sensörleri)",MEDIUM,5,4
P0106,MAP/Barometric Pressure Circuit Range/Performance Problem,"Yakıt & Hava Ölçümü (MAF, MAP, O2, ECT Sensörleri)",MEDIUM,5,4
P0107,Manifold Absolute Pressure/Barometric Pressure Circuit Low Input,"Yakıt & Hava Ölçümü (MAF, MAP, O2, ECT Sensörleri)",MEDIUM,5,3
P0108,MAP Pressure Circuit High Input,"Yakıt & Hava Ölçümü (MAF, MAP, O2, ECT Sensörleri)",MEDIUM,5,3
P0109,MAP / Baro Pressure Circuit Intermittent,"Yakıt & Hava Ölçümü (MAF, MAP, O2, ECT Sensörleri)",MEDIUM,5,3
P0110,IAT Sensor 1 Circuit Malfunction,"Yakıt & Hava Ölçümü (MAF, MAP, O2, ECT Sensörleri)",MEDIUM,5,3
P0111,IAT Sensor 1 Circuit Malfunction,"Yakıt & Hava Ölçümü (MAF, MAP, O2, ECT Sensörleri)",MEDIUM,4,3
P0112,Intake Air Temperature Sensor 1 Circuit Low Input,"Yakıt & Hava Ölçümü (MAF, MAP, O2, ECT Sensörleri)",MEDIUM,5,3
C0046,P0046 OBD Code,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0047,P0047 OBD Code,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0048,P0048 OBD Code,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0049,P0049 OBD Code,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0050,P0050 OBD Code,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0051,P0051 OBD Code,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0052,P0052 OBD Code,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0053,P0053 OBD Code,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0054,P0054 OBD Code,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0055,P0055 OBD Code,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0056,P0056 OBD Code,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0057,P0057 OBD Code,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0058,P0058 OBD Code,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0059,P0059 OBD Code,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0060,P0060 OBD Code,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0061,P0061 OBD Code,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0062,P0062 OBD Code,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0063,P0063 OBD Code,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0064,P0064 OBD Code,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0065,P0065 OBD Code,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0066,P0066 OBD Code,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0067,P0067 OBD Code,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0068,P0068 OBD Code,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0069,P0069 OBD Code,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0070,P0070 OBD Code,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0071,P0071 OBD Code,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0072,P0072 OBD Code,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0073,P0073 OBD Code,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0074,P0074 OBD Code,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0075,P0075 OBD Code,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0076,P0076 OBD Code,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0077,P0077 OBD Code,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0078,P0078 OBD Code,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0079,P0079 OBD Code,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
